"","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Country","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Entity","Entity2","TL","Median_Age","Population.density","GDP.capita","Government.efficiency","CaseLog","Gini","Underreporting","Authoritarian","Continent","Days","X.Intercept.","log_day","Ztests_per_mil","TL_c","TL_l","TL_h","TL_2","Government.efficiency_c","Government.efficiency_l","Government.efficiency_h","Government.efficiency_2","ZGDP.capita","ZGini","ZMedian_Age","ZUnderreporting","Zlog_PopDensity","Authoritarianism","Europe","Africa","Asia","SouthA","NorthA","Mortality.Likelihood","Total_Cases","Total_Deaths","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"11","BD","Bangladesh","","","2020-04-26",-73,-56,-39,-71,-56,25,-59,2020-04-26,"Bangladesh","",2020-03-19,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bangladesh","Yes",2020-03-09,2020-03-22,6462,155,0,10,57,20,7,NA,NA,2.157782516,NA,4,30.2950819672131,28.375,32.4137931034483,4.03879310344828,42.6065573770492,40.90625,44.4827586206897,3.57650862068966,"BGD","GDP per capita, PPP (constant 2011 international $)",3879.161524,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.190000057,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.6,"Population ages 15-64 (% of total population)",67.13558688,"Population ages 65 and above (% of total population)",5.15839064,8.26337430720205,"Bangladesh","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"BGD",-0.6402364,"BGD",0.081136711,-0.19806775,0.15436757,0.11328817,0.90646327,-0.17336532,"ASIA (EX. NEAR EAST)         ",147365352,144000,1023.4,0.4,-0.71,62.6,1900,43.1,7.3,62.11,3.07,34.82,2,29.8,8.27,0.199,0.198,0.603,-6,"22/08/2014",NA,NA,NA,NA,NA,NA,NA,"Bangladesh","Bangladesh",NA,NA,1116,1905.72,2.852616337,NA,NA,NA,NA,"Asia",21,-4.525793838,1.188464278,NA,NA,NA,NA,NA,-0.780737858,0.014971978,-1.576447694,0.609551603,-0.693776201,NA,NA,NA,1.678296048,0,0,0,1,0,0,0.102272727,88,9,1.05180761893067e-06,4.38501989259999e-05,-13.7650003321107,0,NA
"12","BE","Belgium","","","2020-04-26",-70,-33,-3,-54,-36,13,-39.2,2020-04-26,"Belgium","",2020-03-17,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-02-04,2020-03-12,47334,7331,14,12,55,54,17,NA,NA,NA,NA,NA,9.50819672131148,9.125,9.93103448275862,0.806034482758621,78.6393442622951,78.96875,78.2758620689655,-0.692887931034477,"BEL","GDP per capita, PPP (constant 2011 international $)",43582.1284,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.589000225,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.9,"Population ages 15-64 (% of total population)",64.1558335,"Population ages 65 and above (% of total population)",18.78874374,10.682402446223,"Belgium","Hospital beds (per 1,000 people)",6.3,NA,NA,NA,"BEL",1.3679,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749,8,"01/07/2011",65,75,54,94,NA,NA,25,"Belgium","Belgium",NA,41.4,380,45175.59,3.925032421,2.01442,28.1,7.4,NA,"Europe",61,-16.47263362,3.242663332,7.550905869,NA,NA,NA,NA,0.291678226,1.087388062,-0.50403161,0.085076188,1.416274499,-1.199640785,0.508945327,-0.931195375,0.966582099,0,1,0,0,0,0,0.073485349,19691,1447,0.000706325530030782,0.00456052552700546,-7.25543433604552,1.3488688337786e-06,-13.5162442176539
"13","BF","Burkina Faso","","","2020-04-26",-29,-18,-17,-47,10,11,-20.2,2020-04-26,"Burkina Faso","",2020-03-21,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Burkina_Faso","Yes",2020-03-11,2020-03-19,638,42,1,8,59,18,10,7.999270605,5.678004535,2.374439462,8.123839009,5,37.8360655737705,35.71875,40.1724137931034,4.45366379310344,11.0655737704918,9.96875,12.2758620689655,2.30711206896552,"BFA","GDP per capita, PPP (constant 2011 international $)",1761.234757,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.263999939,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",56.3,"Population ages 15-64 (% of total population)",52.64493785,"Population ages 65 and above (% of total population)",2.406980829,7.47377040852675,"Burkina Faso","Hospital beds (per 1,000 people)",NA,2017,53.5,15,"BFA",-0.4455683,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",13902972,274200,50.7,0,0,97.57,1100,26.6,7,14.43,0.19,85.38,2,45.62,15.6,0.322,0.196,0.482,6,"01/10/2014",NA,NA,NA,NA,NA,NA,NA,"Burki Faso","Burkina Faso",NA,NA,77,717.962,NA,0.778455,NA,NA,NA,"Africa",23,-3.461798233,1.934636118,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.751697096,NA,NA,NA,-0.082916065,0,0,1,0,0,0,0.049275362,345,17,3.02093681840113e-06,4.58894688128553e-05,-12.7099435699125,7.19270671047888e-08,-16.4476131881958
"14","BG","Bulgaria","","","2020-04-26",-56,-25,-20,-51,-22,7,-34.8,2020-04-26,"Bulgaria","",2020-03-13,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria","Yes",2020-03-08,2020-03-12,1399,58,2,16,51,21,17,8.008394544,4.326018809,2.977395048,7.748267898,5,9.98360655737705,7.96875,12.2068965517241,4.23814655172414,74.2295081967213,74.25,74.2068965517241,-0.0431034482758577,"BGR","GDP per capita, PPP (constant 2011 international $)",19320.75123,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.340000153,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.2,"Population ages 15-64 (% of total population)",64.38262025,"Population ages 65 and above (% of total population)",21.02191443,9.86893499055094,"Bulgaria","Hospital beds (per 1,000 people)",6.8,2017,25.44,17,"BGR",-0.029567,NA,NA,NA,NA,NA,NA,NA,"EASTERN EUROPE                     ",7385367,110910,66.6,0.32,-4.58,20.55,7600,98.6,336.3,40.02,1.92,58.06,3,9.65,14.27,0.093,0.304,0.603,9,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Bulgaria","Bulgaria",NA,42.7,63,9518.44,2.978547758,1.26498,37.4,NA,NA,"Europe",26,-1.49281422,1.776382768,NA,NA,NA,NA,NA,-0.654806437,0.140903399,-1.450516273,0.42877147,-0.322542704,0.005079995,0.601877989,NA,-0.21381512,0,1,0,0,0,0,0.037664783,531,20,7.85336734112198e-06,0.00018942863638327,-11.7545681574948,2.70805770383516e-07,-15.1218639874813
"15","BH","Bahrain","","","2020-04-26",-44,-16,-35,-34,-24,19,-30.6,2020-04-26,"Bahrain","",2020-02-25,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bahrain","Yes",2020-02-24,2020-03-17,2811,8,1,33,34,34,12,7.218410042,NA,2.171019377,5.021757322,6,20.3934426229508,18.65625,22.3103448275862,3.65409482758621,63.7377049180328,62.65625,64.9310344827586,2.27478448275862,"BHR","GDP per capita, PPP (constant 2011 international $)",41973.11293,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.713999987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.9,"Population ages 15-64 (% of total population)",78.319356,"Population ages 65 and above (% of total population)",2.426333878,10.6447845239369,"Bahrain","Hospital beds (per 1,000 people)",2.1,NA,NA,NA,"BHR",0.4127088,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.3,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608,-10,NA,NA,NA,NA,NA,NA,NA,NA,"Bahrain","Bahrain",NA,32.3,2224,25273.15,4.501680145,1.28984,NA,NA,1,"Asia",40,-0.156980367,1.625550107,0.031112935,NA,NA,NA,NA,0.86832595,1.664035786,0.072616114,0.753989955,0.445734087,NA,-0.141583308,NA,2.134272597,1,0,0,1,0,0,0.005730659,698,4,1.14517202631033e-05,0.00402384820744791,-11.3773705979301,1.43146503288791e-06,-13.4568121396099
"16","BJ","Benin","","","2020-04-26",-30,-20,-11,-37,-1,12,-19.8,2020-04-26,"Benin","",NA,"None","","No",2020-03-17,2020-04-07,64,1,0,0,NA,12,-9,NA,NA,NA,NA,NA,38.9672131147541,37.8125,40.2413793103448,2.42887931034483,25.2459016393443,13.21875,38.5172413793103,25.2984913793103,"BEN","GDP per capita, PPP (constant 2011 international $)",2151.54317,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.232000113,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",54.1,"Population ages 15-64 (% of total population)",54.29871231,"Population ages 65 and above (% of total population)",3.253605297,7.67394061714823,"Benin","Hospital beds (per 1,000 people)",NA,2017,24.73,14,"BEN",-0.6751704,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",7862944,112620,69.8,0.11,0,85,1100,40.9,9.7,18.08,2.4,79.52,2,38.85,12.22,0.316,0.138,0.546,7,"02/01/2018",NA,NA,NA,NA,NA,NA,NA,"Benin","Benin",NA,NA,108,1216.63,3.328764165,NA,NA,NA,NA,"Africa",19,-3.18635591,1.008520909,NA,NA,NA,NA,NA,-0.30459003,0.491119806,-1.100299866,0.092775086,-0.727379603,NA,NA,NA,0.13851081,0,0,1,0,0,0,0,22,0,1.27178827675741e-07,8.13944497124741e-06,-15.8776716489847,0,NA
"17","BO","Bolivia","","","2020-04-26",-93,-93,-89,-92,-68,34,-87,2020-04-26,"Bolivia","",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bolivia","Yes",2020-03-12,2020-03-30,1053,55,0,17,50,17,-1,NA,NA,NA,NA,NA,33.4918032786885,32.46875,34.6206896551724,2.15193965517241,67.8360655737705,74.84375,60.1034482758621,-14.7403017241379,"BOL","GDP per capita, PPP (constant 2011 international $)",6986.046487,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.497999907,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.4,"Population ages 15-64 (% of total population)",61.73450486,"Population ages 65 and above (% of total population)",7.191947392,8.85167007965326,"Bolivia","Hospital beds (per 1,000 people)",1.1,2017,61.36,23,"BOL",-1.14962,"BOL",0.071331106,0.10303829,0.10791961,-0.0037352182,-0.0051868833,-0.16032963,"LATIN AMER. & CARIB    ",8989046,1098580,8.2,0,-1.32,53.11,2400,87.2,71.9,2.67,0.19,97.14,1.5,23.3,7.53,0.128,0.352,0.52,7,"01/07/2012",NA,NA,NA,NA,NA,NA,NA,"Bolivia","Bolivia",NA,24.3,11,3670.96,3.185075937,0.6523,45.8,NA,NA,"South America",23,-2.245147681,1.408966761,NA,NA,NA,NA,NA,-0.448278258,0.347431578,-1.243988094,0.200953397,-0.607694456,1.093214893,-0.713476613,NA,-1.321466379,0,0,0,0,1,0,0.06010929,183,11,6.11855807612955e-06,0.000117142575530262,-12.0041840976756,0,NA
"18","BR","Brazil","","","2020-04-26",-65,-22,-61,-54,-23,14,-45,2020-04-26,"Brazil","",NA,"None","https://www.aljazeera.com/ajimpact/brazil-bolsonaro-denounces-mayors-virus-lockdowns-200325223340032.html","No",2020-02-26,2020-03-18,71886,5017,4,0,NA,32,11,8.047552448,5.552650177,2.819252078,7.827637444,6,29.5081967213115,29.125,29.9310344827586,0.806034482758619,87.3114754098361,87.625,86.9655172413793,-0.659482758620683,"BRA","GDP per capita, PPP (constant 2011 international $)",14282.71701,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.08300018,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.9,"Population ages 15-64 (% of total population)",69.74309026,"Population ages 65 and above (% of total population)",8.922837832,9.56680548460186,"Brazil","Hospital beds (per 1,000 people)",2.3,NA,NA,NA,"BRA",-0.2776436,"BRA",-0.26004019,-0.25059679,0.35123819,-0.20162958,0.46435976,-0.0026891388,"LATIN AMER. & CARIB    ",188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516,8,"01/07/2010",69,38,49,76,65,NA,62,"Brazil","Brazil",-1.090946719,32.6,25,8796.91,2.496853694,1.1522,46.9,11,NA,"South America",36,-7.467406475,3.342289218,-1.647792164,-1.350444307,-0.182588374,-2.518300241,1.823699827,-1.136500501,-0.340790665,-1.932210337,1.291633389,-0.357728039,1.235708749,-0.120137309,-0.81123891,-0.809855382,0,0,0,0,1,0,0.005808013,74380,432,2.66750706874752e-05,0.000382213301064349,-10.5317811108278,2.12677462128564e-08,-17.6660741741921
"19","BS","The Bahamas","","","2020-04-26",-95,-97,-77,-96,-75,27,-88,2020-04-26,"Bahamas","",2020-03-20,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Bahamas","Yes",2020-03-16,2020-04-02,80,11,NA,9,58,13,-4,NA,NA,NA,NA,NA,23.2786885245902,23.6875,22.8275862068966,-0.859913793103448,76.5901639344262,77.125,76,-1.125,"BHS","GDP per capita, PPP (constant 2011 international $)",28472.20046,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.35999966,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",16.9,"Population ages 15-64 (% of total population)",70.25752197,"Population ages 65 and above (% of total population)",7.257602357,10.2566834677665,"Bahamas, The","Hospital beds (per 1,000 people)",2.9,NA,NA,NA,"BHS",0.0969947,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",303770,13940,21.8,25.41,-2.2,25.21,16700,95.6,460.6,0.8,0.4,98.8,2,17.57,9.05,0.03,0.07,0.9,NA,"01/07/2010",NA,NA,NA,NA,NA,NA,NA,"Bahamas","Bahamas",NA,NA,28,33261.32,NA,0.8038,NA,NA,NA,"North America",18,0.487733674,1.149570278,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.835276365,NA,NA,NA,-0.737599446,0,0,0,0,0,1,0.172413793,29,5,3.62116074661751e-05,0.000263357145208546,-10.2261308422923,NA,NA
"20","BW","Botswana","","","2020-04-26",-67,-56,-26,-81,-27,32,-51.4,2020-04-26,"Botswana","",2020-04-02,"Full","https://www.voanews.com/science-health/coronavirus-outbreak/botswana-declares-emergency-first-confirmed-covid-cases","Yes",2020-04-01,2020-04-02,23,1,NA,-4,71,-3,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWA","GDP per capita, PPP (constant 2011 international $)",16518.23341,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.19300079,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",46,"Population ages 15-64 (% of total population)",61.66317964,"Population ages 65 and above (% of total population)",4.223874346,9.71222010491618,"Botswana","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"BWA",0.4664786,"BWA",0.23399034,0.69737917,-0.2586675,-0.17272221,-0.14206204,-0.33846158,"SUB-SAHARAN AFRICA                 ",1639833,600370,2.7,0,0,54.58,9000,79.8,80.5,0.65,0.01,99.34,1,23.08,29.5,0.024,0.469,0.507,8,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Botswa","Botswana",1.865904363,24.5,NA,NA,NA,NA,NA,NA,NA,"Africa",4,0.291771854,0.21081507,NA,1.606406775,2.774262708,0.438550841,2.580542726,NA,NA,NA,NA,NA,NA,-0.699179281,NA,NA,0,0,1,0,0,0,0.166666667,6,1,6.09818194901554e-07,1.40258184827357e-05,-14.3101049653471,NA,NA
"21","BY","Belarus","","","2020-04-26",-24,-2,40,-24,-9,0,-3.8,2020-04-26,"Belarus","",NA,"None","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus","No",2020-02-28,2020-04-03,12208,79,0,0,NA,30,-5,7.480052322,4.613157895,2.233022636,7.40105194,6,4.62295081967213,3.09375,6.31034482758621,3.21659482758621,79.8688524590164,82.78125,76.6551724137931,-6.12607758620689,"BLR","GDP per capita, PPP (constant 2011 international $)",17741.86223,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.59499979,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.5,"Population ages 15-64 (% of total population)",68.28890878,"Population ages 65 and above (% of total population)",14.84514817,9.78368222386044,"Belarus","Hospital beds (per 1,000 people)",11,2017,83.47,21,"BLR",-0.8329659,NA,NA,NA,NA,NA,NA,NA,"C.W. OF IND. STATES ",10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591,-7,"01/07/2009",NA,NA,NA,NA,NA,NA,NA,"Belarus","Belarus",NA,NA,46,6603.92,NA,0.74257,NA,NA,1,"Europe",29,-4.818633622,1.969073537,1.154793763,NA,NA,NA,NA,NA,NA,NA,NA,-0.464668968,NA,NA,NA,-0.418101894,1,1,0,0,0,0,0.014234875,562,8,7.67511081062674e-06,0.00118604750349533,-11.7775278267286,0,NA
"22","BZ","Belize","","","2020-04-26",-73,-59,-54,-82,-50,NA,-63.6,2020-04-26,"Belize","",2020-03-30,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belize","Yes",2020-03-24,2020-04-06,18,2,NA,-1,68,5,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLZ","GDP per capita, PPP (constant 2011 international $)",7673.653587,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.413000107,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",19.4,"Population ages 15-64 (% of total population)",64.98377585,"Population ages 65 and above (% of total population)",4.736458777,8.94554812866213,"Belize","Hospital beds (per 1,000 people)",0.9,NA,NA,NA,"BLZ",-0.823954,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",287730,22966,12.5,1.68,0,25.69,4900,94.1,115.7,2.85,1.71,95.44,2,28.84,5.72,0.142,0.152,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belize","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12,0.808863097,0.530698968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6.95096097035415e-06,6.25586487331874e-05,-11.8766306388302,NA,NA
"23","CA","Canada","","","2020-04-26",-57,-39,-6,-62,-41,13,-41,2020-04-26,"Canada","British Columbia",2020-03-18,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Canada","Yes",2020-01-26,2020-03-10,50015,2859,9,11,56,63,19,8.967559944,7.079227053,1.902758298,8.014227642,5,-4.37431693989071,-5.80208333333333,-2.79885057471264,3.00323275862069,85.7691256830601,86.7369791666667,84.7011494252874,-2.03582974137932,"CAN","GDP per capita, PPP (constant 2011 international $)",44078.0656,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.56400013,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.6,"Population ages 15-64 (% of total population)",66.89774245,"Population ages 65 and above (% of total population)",17.23200668,10.6937175590163,"Canada","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"CAN",1.770795,"CAN",0.71847945,0.18354815,0.1967963,0.022899142,0.22933844,0.24527504,"NORTHERN AMERICA                   ",33098932,9984670,3.3,2.02,5.96,4.75,29800,97,552.2,4.96,0.02,95.02,NA,10.78,7.8,0.022,0.294,0.684,10,"01/07/2016",NA,NA,NA,NA,NA,NA,NA,"Cada","Canada",-0.034231097,42.2,4,46212.84,4.702926362,1.5894,34,31,NA,"North America",70,-7.400476448,2.35759618,NA,-0.293728685,0.874127248,-1.461584619,0.086276541,1.069572167,1.865282003,0.273862331,1.14398462,1.466855887,-0.435355559,0.566134658,-0.144814109,-1.900754134,0,0,0,0,0,1,0.018480827,12283,227,8.6377409397983e-05,0.00151107594649882,-9.3567843816434,2.71912096740765e-07,-15.1177869966295
"24","CH","Switzerland","","","2020-04-26",-73,-20,19,-47,-34,11,-31,2020-04-26,"Switzerland","",2020-03-18,"Full","https://www.cnnmoney.ch/shows/big-picture/videos/switzerland-desperate-race-stay-ahead-coronavirus","Yes",2020-02-26,2020-03-06,29181,1379,21,11,56,32,23,9.278140294,7.615131579,1.841592201,8.552609776,5,1.42622950819672,1.3125,1.55172413793103,0.239224137931034,79.2459016393443,74.8125,84.1379310344828,9.32543103448276,"CHE","GDP per capita, PPP (constant 2011 international $)",59317.32399,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.580999851,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.3,"Population ages 15-64 (% of total population)",66.46582867,"Population ages 65 and above (% of total population)",18.62321656,10.9906566838048,"Switzerland","Hospital beds (per 1,000 people)",4.7,NA,NA,NA,"CHE",1.931222,"CHE",0.66974211,-0.019343413,0.12515697,-0.010735603,0.094707355,0.088283934,"WESTERN EUROPE                     ",7523934,41290,182.2,0,4.05,4.39,32700,99,680.9,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645,10,"01/07/2000",34,68,70,58,NA,NA,32,"Switzerland","Switzerland",NA,42.4,210,83716.81,5.27318957,2.4411,32.5,24,NA,"Europe",39,-3.349188811,3.199812364,-0.836199739,NA,NA,NA,NA,1.639835375,2.435545211,0.844125539,2.689060057,3.295733075,-0.629665362,0.58043199,-0.37806279,0.575562968,0,1,0,0,0,0,0.016901837,19702,333,0.000183281777857169,0.00387842317596087,-8.60448581964146,2.79109306381475e-06,-12.7890772597113
"25","CI","CÃ´te d'Ivoire","","","2020-04-26",-39,-27,-30,-44,-7,17,-29.4,2020-04-26,"Côte d’Ivoire","",2020-03-29,"Full","","Yes",2020-03-12,2020-03-30,1183,14,0,0,67,17,-1,NA,NA,NA,NA,NA,37.5409836065574,37.75,37.3103448275862,-0.439655172413794,41.0655737704918,26.96875,56.6206896551724,29.6519396551724,"CIV","GDP per capita, PPP (constant 2011 international $)",3733.04767,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.316999912,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",52.4,"Population ages 15-64 (% of total population)",55.20408485,"Population ages 65 and above (% of total population)",2.858943015,8.22498024872322,"Cote d'Ivoire","Hospital beds (per 1,000 people)",NA,2017,83.7,34,"CIV",-0.5795925,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",17654843,322460,54.8,0.16,-0.07,90.83,1400,50.9,14.6,9.75,13.84,76.41,2,35.11,14.84,0.279,0.171,0.55,4,"02/03/2012",NA,NA,NA,NA,NA,NA,NA,"Ivory Coast","Ivory Coast",0.579913096,20.9,NA,NA,NA,0.23668,41.7,33.82,NA,"Africa",NA,NA,NA,NA,0.320415508,1.488271441,-0.847440426,0.102666098,NA,NA,NA,NA,NA,0.562101431,-0.956531268,-0.050848212,NA,0,0,1,0,0,0,0.011494253,261,3,7.92983545648069e-07,6.70071096072619e-05,-14.0474633650249,0,NA
"26","CI","CÃ´te d'Ivoire","","","2020-04-26",-39,-27,-30,-44,-7,17,-29.4,2020-04-26,"Côte d’Ivoire","",2020-03-29,"Full","","Yes",2020-03-12,2020-03-30,1183,14,0,0,67,17,-1,NA,NA,NA,NA,NA,37.5409836065574,37.75,37.3103448275862,-0.439655172413794,41.0655737704918,26.96875,56.6206896551724,29.6519396551724,"CIV","GDP per capita, PPP (constant 2011 international $)",3733.04767,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.316999912,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",52.4,"Population ages 15-64 (% of total population)",55.20408485,"Population ages 65 and above (% of total population)",2.858943015,8.22498024872322,"Cote d'Ivoire","Hospital beds (per 1,000 people)",NA,2017,83.7,34,"CIV",-0.5795925,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",17654843,322460,54.8,0.16,-0.07,90.83,1400,50.9,14.6,9.75,13.84,76.41,2,35.11,14.84,0.279,0.171,0.55,4,"02/03/2012",NA,NA,NA,NA,NA,NA,NA,"Cote d'Ivoire","Cote d'Ivoire",NA,NA,NA,1691.31,4.184318164,0.23668,41.7,NA,NA,"Africa",22,-4.048303119,1.918750241,NA,NA,NA,NA,NA,0.550963969,1.346673805,-0.244745867,0.303561295,-0.704231882,0.562101431,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,7.92983545648069e-07,6.70071096072619e-05,-14.0474633650249,0,NA
"27","CL","Chile","","","2020-04-26",-68,-48,-71,-60,-36,19,-56.6,2020-04-26,"Chile","",2020-03-26,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Chile","Yes",2020-03-04,2020-03-23,14365,207,0,3,64,25,6,8.530010173,6.211440245,2.472764645,6.97021764,6,33.7377049180328,34.6875,32.6896551724138,-1.99784482758621,45.2622950819672,42.9375,47.8275862068966,4.89008620689656,"CHL","GDP per capita, PPP (constant 2011 international $)",22873.80701,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.090000153,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8.1,"Population ages 15-64 (% of total population)",68.71629587,"Population ages 65 and above (% of total population)",11.52980166,10.0377477362154,"Chile","Hospital beds (per 1,000 people)",2.2,2017,46.7,32,"CHL",1.115472,"CHL",-0.15540831,0.1253722,0.024950547,-0.12846585,-0.10583536,-0.083214097,"LATIN AMER. & CARIB    ",16134219,756950,21.3,0.85,0,8.8,9900,96.2,213,2.65,0.42,96.93,3,15.23,5.81,0.06,0.493,0.447,10,"01/07/2002",63,23,28,86,NA,NA,77,"Chile","Chile",-0.889357486,34.4,25,15399.24,4.148466375,1.6184,47.7,89,NA,"South America",31,-4.666203645,2.748382094,NA,-1.148855074,0.019000859,-2.316711008,1.319867982,0.51511218,1.310822016,-0.280597656,0.265340558,-0.035766105,1.339340644,0.008538685,1.787817814,-0.809855382,0,0,0,0,1,0,0.007604563,4471,34,1.28298741947162e-05,0.000890343685058446,-11.2637341849408,0,NA
