"","Country","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc"
"157","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-09,"Full","https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown","Yes",2020-02-28,2020-03-02,553,41,14,20,47,30,27,NA,NA,NA,NA,NA,12.7540983606557,12.5,13.0344827586207,0.53448275862069,68.4754098360656,69.21875,67.6551724137931,-1.56357758620689,"SMR","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"San Marino","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SMR",NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",29251,61,479.5,0,10.98,5.73,34600,96,704.3,16.67,0,83.33,NA,10.02,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00140166148165875,0.0189053365696899,-6.57009697340549,0.000478616115688353
"158","Saudi Arabia","SA","Saudi Arabia","","","2020-04-26",-69,-39,-62,-81,-58,29,-61.8,2020-04-26,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Saudi_Arabia","Yes",2020-03-03,2020-03-25,20077,152,0,14,53,26,4,NA,NA,2.125973107,NA,4,24.0327868852459,21.375,26.9655172413793,5.59051724137931,25.0491803278689,27.3125,22.551724137931,-4.76077586206896,"SAU","GDP per capita, PPP (constant 2011 international $)",49100.65634,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.927000046,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.6,"Population ages 15-64 (% of total population)",71.64306385,"Population ages 65 and above (% of total population)",3.314088023,10.8016276811067,"Saudi Arabia","Hospital beds (per 1,000 people)",2.7,NA,NA,NA,"SAU",0.1417293,"SAU",0.20012197,0.69574618,-0.48707733,0.59955561,-0.37126616,0.30015314,"NEAR EAST                          ",27019731,1960582,13.8,0.13,-2.71,13.24,11800,78.8,140.6,1.67,0.09,98.24,1,29.34,2.58,0.033,0.613,0.354,-10,NA,80,38,52,68,NA,NA,62,5.62551862562954e-06,0.000743049588465555,-12.088197414012,0
"159","Senegal","SN","Senegal","","","2020-04-26",-48,-34,-37,-59,-9,14,-37.4,2020-04-26,"",2020-03-24,"Partial","https://www.deccanherald.com/international/china-offers-to-build-makeshift-covid-19-hospitals-in-india-818718.html","Yes",2020-03-03,2020-04-02,823,9,0,5,62,26,-4,NA,NA,NA,NA,NA,40.2950819672131,39.5,41.1724137931034,1.67241379310344,10.6065573770492,10.75,10.448275862069,-0.301724137931034,"SEN","GDP per capita, PPP (constant 2011 international $)",3356.33591,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.604000092,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.7,"Population ages 15-64 (% of total population)",53.85774593,"Population ages 65 and above (% of total population)",3.086823701,8.11860515495006,"Senegal","Hospital beds (per 1,000 people)",NA,2017,26.57,142,"SEN",-0.2080795,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",11987121,196190,61.1,0.27,0.2,55.51,1600,40.2,22.2,12.78,0.21,87.01,2,32.78,9.42,0.172,0.209,0.619,7,"16/08/2017",NA,NA,NA,NA,NA,NA,NA,7.50805802327348e-07,6.86570194794897e-05,-14.1021188040709,0
"160","Serbia","RS","Serbia","","","2020-04-26",-95,-96,-78,-90,-72,20,-86.2,2020-04-26,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Serbia","Yes",2020-03-07,2020-03-21,8497,168,0,14,53,22,8,NA,NA,NA,NA,NA,10.2295081967213,8.25,12.4137931034483,4.16379310344828,71.0491803278689,74.8125,66.8965517241379,-7.91594827586206,"SRB","GDP per capita, PPP (constant 2011 international $)",16049.27905,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.68599987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.4,"Population ages 15-64 (% of total population)",65.96452656,"Population ages 65 and above (% of total population)",18.34579269,9.68341920854616,"Serbia","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SRB",-0.1464036,"SRB",-0.13782071,-0.12961876,0.37641996,-0.043900661,-0.3164179,-0.16020425,"EASTERN EUROPE                     ",9396411,88361,106.3,0,-1.33,12.89,2200,93,285.8,33.35,3.2,63.45,NA,NA,NA,0.166,0.255,0.579,8,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,1.78791668435959e-05,0.000904281432559729,-10.9318743864189,0
"161","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Seychelles","No",2020-03-15,NA,11,0,0,0,NA,14,NA,NA,NA,NA,NA,NA,28.9180327868852,28.78125,29.0689655172414,0.287715517241381,74.5573770491803,76.15625,72.7931034482759,-3.36314655172414,"SYC","GDP per capita, PPP (constant 2011 international $)",27114.01549,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.9,"Population ages 15-64 (% of total population)",68.77008322,"Population ages 65 and above (% of total population)",7.594545604,10.2078060499308,"Seychelles","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SYC",0.2000629,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",81541,455,179.2,107.91,-5.69,15.53,7800,58,262.4,2.22,13.33,84.45,2,16.03,6.29,0.032,0.304,0.665,NA,"01/07/2010",NA,NA,NA,NA,NA,NA,NA,0,0.000134901460614905,NA,0
"162","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-04-01,2020-04-24,104,5,NA,0,NA,-3,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLE","GDP per capita, PPP (constant 2011 international $)",1421.469418,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.427999973,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",57.9,"Population ages 15-64 (% of total population)",55.97380444,"Population ages 65 and above (% of total population)",2.966556211,7.25944641696585,"Sierra Leone","Hospital beds (per 1,000 people)",NA,2017,58.66,145,"SLE",-0.7695495,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",6005250,71740,83.7,0.56,0,143.64,500,31.4,4,6.98,0.89,92.13,2,45.76,23.03,0.49,0.31,0.21,7,"18/08/2013",77,20,46,54,16,NA,80,8.3260480412972e-07,1.73181799258982e-05,-13.9987067321689,NA
"163","Singapore","SG","Singapore","","","2020-04-26",-70,-35,-72,-72,-52,28,-60.2,2020-04-26,"",2020-03-26,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore","Yes",2020-01-24,2020-03-22,14951,14,0,3,64,65,7,7.663959391,6.867072552,1.896394109,6.328767123,6,30.7377049180328,30.4375,31.0689655172414,0.631465517241381,77.1147540983606,77.875,76.2758620689655,-1.59913793103448,"SGP","GDP per capita, PPP (constant 2011 international $)",90091.41517,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.109000206,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.7,"Population ages 15-64 (% of total population)",76.25833717,"Population ages 65 and above (% of total population)",11.46338019,11.4085801579248,"Singapore","Hospital beds (per 1,000 people)",2.4,NA,NA,NA,"SGP",1.844891,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",4492150,693,6482.2,27.85,11.53,2.29,23700,92.5,411.4,1.64,0,98.36,2,9.34,4.28,0,0.339,0.661,-2,"01/07/2010",74,20,48,8,48,NA,80,3.11654775552909e-06,0.0033282503923511,-12.6787846573658,0
"164","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-03,2020-04-02,75,13,NA,0,NA,26,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SXM","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Sint Maarten (Dutch part)","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Slovakia","SK","Slovakia","","","2020-04-26",-75,-85,55,-49,-26,6,-36,2020-04-26,"",2020-03-09,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovakia","Yes",2020-03-07,2020-04-07,1384,20,0,20,47,22,-9,NA,NA,NA,NA,3,4.49180327868852,3.1875,5.93103448275862,2.74353448275862,85.3114754098361,87.625,82.7586206896552,-4.86637931034483,"SVK","GDP per capita, PPP (constant 2011 international $)",31226.44644,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.56099987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.8,"Population ages 15-64 (% of total population)",68.92461673,"Population ages 65 and above (% of total population)",15.6292465,10.3490206570594,"Slovak Republic","Hospital beds (per 1,000 people)",5.8,NA,NA,NA,"SVK",0.5290585,NA,NA,NA,NA,NA,NA,NA,"EASTERN EUROPE                     ",5439448,48845,111.4,0,0.3,7.41,13300,NA,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,3.67684367972633e-06,0.000254437582637062,-12.5134558695414,0
"166","Slovenia","SI","Slovenia","","","2020-04-26",-77,-88,-9,-38,-33,8,-49,2020-04-26,"",2020-03-11,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovenia","Yes",2020-03-05,2020-03-18,1408,86,1,18,49,24,11,8.114503817,4.653140097,2.761095373,7.796165489,6,10.4098360655738,9.59375,11.3103448275862,1.71659482758621,75.1803278688525,76.625,73.5862068965517,-3.03879310344827,"SVN","GDP per capita, PPP (constant 2011 international $)",32728.40119,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.195000172,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5,"Population ages 15-64 (% of total population)",65.3713453,"Population ages 65 and above (% of total population)",19.60687965,10.395998517845,"Slovenia","Hospital beds (per 1,000 people)",4.6,NA,NA,NA,"SVN",1.058505,NA,NA,NA,NA,NA,NA,NA,"EASTERN EUROPE                     ",2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,NA,8.98,10.31,0.028,0.369,0.603,10,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,4.27786844758641e-05,0.000700376601651357,-10.0594706056977,4.97426563672839e-07
"167","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-19,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Somalia","Yes",2020-03-17,2020-04-10,528,28,0,10,57,12,-12,NA,NA,NA,NA,NA,36.3770491803279,35.4375,37.4137931034483,1.97629310344828,58.0491803278689,56.9375,59.2758620689655,2.33836206896552,"SOM","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.35099983,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",64.2,"Population ages 15-64 (% of total population)",50.55010499,"Population ages 65 and above (% of total population)",2.873310943,NA,"Somalia","Hospital beds (per 1,000 people)",0.9,NA,NA,NA,"SOM",-2.332786,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",8863338,637657,13.9,0.47,5.37,116.7,500,37.8,11.3,1.67,0.04,98.29,1,45.13,16.63,0.65,0.1,0.25,5,NA,NA,NA,NA,NA,NA,NA,NA,3.15908069849079e-06,5.95712360286836e-05,-12.6652294908895,0
"168","South Africa","ZA","South Africa","","","2020-04-26",-72,-40,-57,-78,-40,22,-57.4,2020-04-26,"",2020-03-26,"Full","https://www.deccanherald.com/international/china-offers-to-build-makeshift-covid-19-hospitals-in-india-818718.html","Yes",2020-03-06,2020-03-27,4996,93,0,3,64,23,2,7.601384482,6.735013032,2.443041691,6.778652668,6,29.6885245901639,30.78125,28.4827586206897,-2.29849137931035,41.1639344262295,38.78125,43.7931034482759,5.01185344827586,"ZAF","GDP per capita, PPP (constant 2011 international $)",12144.6942,"Unemployment, total (% of total labor force) (modeled ILO estimate)",28.18099976,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",39.6,"Population ages 15-64 (% of total population)",65.60250585,"Population ages 65 and above (% of total population)",5.318005005,9.40464766203323,"South Africa","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"ZAF",-0.1024957,"ZAF",0.057912029,0.97059631,-0.83418101,0.02678331,-0.32110974,-0.16691782,"SUB-SAHARAN AFRICA                 ",44187637,1219912,36.2,0.23,-0.29,61.81,10700,86.4,107,12.08,0.79,87.13,1,18.2,22,0.025,0.303,0.671,9,"29/08/2016",49,65,63,49,NA,NA,35,2.10466108427568e-06,0.000113063298677863,-13.0713561088873,0
"169","South Korea","KR","South Korea","","","2020-04-26",-6,1,56,-5,-8,3,7.6,2020-04-26,"",2020-02-23,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Korea","Yes",2020-01-20,2020-02-21,10761,246,91,35,32,69,37,8.461988304,5.958228906,2.269587195,7.0625,6,9.29508196721311,7.09375,11.7241379310345,4.63038793103448,65.8196721311475,69.03125,62.2758620689655,-6.75538793103448,"KOR","GDP per capita, PPP (constant 2011 international $)",36776.51928,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.147999763,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.1,"Population ages 15-64 (% of total population)",72.60812059,"Population ages 65 and above (% of total population)",14.41855583,10.5126148574647,"Korea, Rep.","Hospital beds (per 1,000 people)",11.5,2017,51.55,91,"KOR",1.23655,"KOR",0.36924976,-0.039352082,-0.16840631,0.66479355,0.39361739,-0.099214643,"ASIA (EX. NEAR EAST)         ",48846823,98480,496,2.45,0,7.05,17800,97.9,486.1,17.18,1.95,80.87,3,10,5.85,0.033,0.403,0.563,8,"01/07/2015",60,18,39,85,75,NA,82,5.03615148113113e-06,0.000220300919058748,-12.1988683625818,1.86296660480867e-06
"170","Spain","ES","Spain","","","2020-04-26",-92,-66,-77,-82,-62,21,-75.8,2020-04-26,"",2020-03-14,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-02-01,2020-03-05,210773,23822,598,15,52,57,24,8.652956298,6.635813149,2.448839209,8.090827338,6,16.0491803278689,15.21875,16.9655172413793,1.74676724137931,72.3770491803279,76.75,67.551724137931,-9.19827586206897,"ESP","GDP per capita, PPP (constant 2011 international $)",34830.54444,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.95899963,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.1,"Population ages 15-64 (% of total population)",65.95449137,"Population ages 65 and above (% of total population)",19.37850752,10.4582499945902,"Spain","Hospital beds (per 1,000 people)",3,NA,NA,NA,"ESP",0.9689376,"ESP",0.19847375,-0.15840179,0.31589085,0.17693989,-0.12915435,0.2410433,"WESTERN EUROPE                     ",40397842,504782,80,0.98,0.99,4.42,22000,97.9,453.5,26.07,9.87,64.06,3,10.06,9.72,0.04,0.295,0.665,10,"01/07/2011",57,51,42,86,NA,NA,49,0.000589684963865149,0.00521743215887621,-7.43592212322227,1.48027709004852e-05
"171","Sri Lanka","LK","Sri Lanka","","","2020-04-26",-84,-84,-57,-78,-42,30,-69,2020-04-26,"",2020-03-21,"Full","https://www.deccanherald.com/international/china-offers-to-build-makeshift-covid-19-hospitals-in-india-818718.html","Yes",2020-01-28,2020-03-29,619,7,0,8,59,61,0,NA,NA,NA,NA,NA,23.2295081967213,22.46875,24.0689655172414,1.60021551724138,74.9344262295082,76.03125,73.7241379310345,-2.30711206896552,"LKA","GDP per capita, PPP (constant 2011 international $)",11955.49971,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.197999954,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.5,"Population ages 15-64 (% of total population)",65.32977922,"Population ages 65 and above (% of total population)",10.47321975,9.38894667826604,"Sri Lanka","Hospital beds (per 1,000 people)",NA,2017,51.28,98,"LKA",0.0263234,"LKA",-0.10092623,0.062705949,0.26989344,-0.1172701,0.51159638,-0.27219585,"ASIA (EX. NEAR EAST)         ",20222240,65610,308.2,2.04,-1.31,14.35,3700,92.3,61.5,13.86,15.7,70.44,2,15.51,6.52,0.178,0.276,0.545,6,NA,NA,NA,NA,NA,NA,NA,NA,3.4615354184304e-07,3.06098632001203e-05,-14.87638339777,0
"172","St. Barthélemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","St. Kitts & Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-26,NA,15,0,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KNA","GDP per capita, PPP (constant 2011 international $)",26804.08621,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,10.1963096253989,"St. Kitts and Nevis","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"KNA",0.5333768,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",39129,261,149.9,51.72,-7.11,14.49,8800,97,638.9,19.44,2.78,77.78,2,18.02,8.33,0.035,0.258,0.707,NA,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,0,0.000383347389404278,NA,NA
"174","St. Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-20,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Saint_Lucia","Yes",2020-03-15,NA,15,0,0,9,58,14,NA,NA,NA,NA,NA,NA,27.0819672131148,27.125,27.0344827586207,-0.0905172413793096,75.3114754098361,76.15625,74.3793103448276,-1.77693965517241,"LCA","GDP per capita, PPP (constant 2011 international $)",12317.26958,"Unemployment, total (% of total labor force) (modeled ILO estimate)",20.70599937,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.7,"Population ages 15-64 (% of total population)",71.66458664,"Population ages 65 and above (% of total population)",9.806530356,9.41875758752506,"St. Lucia","Hospital beds (per 1,000 people)",1.3,NA,NA,NA,"LCA",0.5592496,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",168458,616,273.5,25.65,-2.67,13.53,5400,67,303.3,6.56,22.95,70.49,2,19.68,5.08,0.07,0.2,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.904296619929e-05,NA,0
"175","St. Vincent & Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-13,NA,16,0,NA,0,NA,16,NA,NA,NA,NA,NA,NA,26.327868852459,26.5625,26.0689655172414,-0.493534482758619,76.5573770491803,76.9375,76.1379310344828,-0.799568965517238,"VCT","GDP per capita, PPP (constant 2011 international $)",10903.41109,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.88100052,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.4,"Population ages 15-64 (% of total population)",67.86890601,"Population ages 65 and above (% of total population)",9.589786863,9.29683096329716,"St. Vincent and the Grenadines","Hospital beds (per 1,000 people)",2.6,NA,NA,NA,"VCT",0.4326417,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",117848,389,303,21.59,-7.64,14.78,2900,96,190.9,17.95,17.95,64.1,2,16.18,5.98,0.1,0.26,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000135768108071414,NA,NA
"176","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-14,2020-03-15,318,25,1,0,NA,15,14,NA,NA,NA,NA,NA,32.2786885245902,29.84375,34.9655172413793,5.12176724137931,14.8524590163934,16.90625,12.5862068965517,-4.32004310344828,"SDN","GDP per capita, PPP (constant 2011 international $)",4230.483866,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.53499985,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",35.2,"Population ages 15-64 (% of total population)",55.91004761,"Population ages 65 and above (% of total population)",3.581160528,8.35007165462368,"Sudan","Hospital beds (per 1,000 people)",0.8,2017,94.05,141,"SDN",-1.119796,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",41236378,2505810,16.5,0.03,-0.02,62.5,1900,61.1,16.3,6.83,0.18,92.99,2,34.53,8.97,0.387,0.203,0.41,-4,"01/07/2008",NA,NA,NA,NA,NA,NA,NA,6.06260811752186e-07,7.71163752548781e-06,-14.3159555610357,2.42504324700875e-08
"177","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-15,2020-04-04,10,1,NA,0,NA,14,-6,NA,NA,NA,NA,NA,32.4262295081967,31.375,33.5862068965517,2.21120689655172,72.8360655737705,76.53125,68.7586206896552,-7.77262931034483,"SUR","GDP per capita, PPP (constant 2011 international $)",13762.80186,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.334000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",13.3,"Population ages 15-64 (% of total population)",65.92336673,"Population ages 65 and above (% of total population)",6.906369902,9.52972471430539,"Suriname","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SUR",-0.0639684,"SUR",0.0067194686,0.17821327,0.16491938,0.015116077,0.090162762,0.11636458,"LATIN AMER. & CARIB    ",439117,163270,2.7,0.24,-8.81,23.57,4000,93,184.7,0.37,0.06,99.57,2,18.02,7.27,0.13,0.22,0.65,5,"01/07/2004",NA,NA,NA,NA,NA,NA,NA,2.27729739454405e-06,2.27729739454405e-05,-12.9925211713549,NA
"178","Swaziland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-15,2020-04-18,71,1,0,0,NA,14,-20,NA,NA,NA,NA,NA,27.4590163934426,28.6875,26.1034482758621,-2.58405172413793,78.7868852459016,77.4375,80.2758620689655,2.83836206896552,"SWZ","GDP per capita, PPP (constant 2011 international $)",9439.208387,"Unemployment, total (% of total labor force) (modeled ILO estimate)",22.08300018,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.7,"Population ages 15-64 (% of total population)",57.87292052,"Population ages 65 and above (% of total population)",4.014587941,9.152627398314,"Eswatini","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SWZ",-0.2485004,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1136334,17363,65.5,0,0,69.27,4900,81.6,30.8,10.35,0.7,88.95,2.5,27.41,29.74,0.119,0.515,0.366,-9,"01/07/2007",NA,NA,NA,NA,NA,NA,NA,8.80022950998562e-07,6.24816295208979e-05,-13.9433178491341,0
"179","Sweden","SE","Sweden","","","2020-04-26",-13,-5,82,-31,-11,4,4.4,2020-04-26,"",NA,"None","","No",2020-02-01,2020-03-12,19621,2355,10,0,NA,57,17,9.308207705,7.649196957,2.007563025,8.674957118,6,0.0163934426229508,0.65625,-0.689655172413793,-1.34590517241379,87.327868852459,88.09375,86.4827586206897,-1.61099137931035,"SWE","GDP per capita, PPP (constant 2011 international $)",47717.66474,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.475999832,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,"Population ages 15-64 (% of total population)",62.32268961,"Population ages 65 and above (% of total population)",20.09552493,10.7730569383002,"Sweden","Hospital beds (per 1,000 people)",2.6,2017,0,153,"SWE",1.895983,"SWE",1.0714524,0.051853307,-0.027697507,-0.094520047,-0.16685829,0.30693087,"WESTERN EUROPE                     ",9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707,10,NA,31,71,5,29,33,NA,29,0.000261185041450232,0.0021760983856879,-8.25028143076916,1.10906599341925e-06
